,HOUR,MAKE,BODY_TYP,MOD_YEAR,AGE,INJ_SEV,REST_USE,EJECTION,VE_FORMS,VSURCOND,ROLLOVER,TRAV_SP,VSPD_LIM,LGT_COND,DIF_SP
3862,18,Chevrolet,Pickups,17.0,63,Fatal Injury,0,0,1,0,0,43,25,0,18
3863,11,Honda,Sedans,5.0,41,No Apparent Injury,1,0,2,0,0,20,35,0,-15
3864,7,Hyundai,Sedans,7.0,25,Fatal Injury,0,1,1,0,1,100,60,0,40
3865,18,Ford,SUVs,13.0,36,Suspected Minor Injury,0,0,1,0,3,65,55,2,10
3866,18,Ford,SUVs,13.0,41,Fatal Injury,0,1,1,0,3,65,55,2,10
3867,18,Ford,SUVs,13.0,18,Suspected Minor Injury,0,0,1,0,3,65,55,2,10
3868,21,Chevrolet,Pickups,15.0,45,No Apparent Injury,1,0,1,1,0,45,45,2,0
3869,20,BMW,Sedans,2.0,59,No Apparent Injury,0,0,1,0,0,40,45,2,-5
3870,12,Toyota,Sedans,12.0,61,No Apparent Injury,1,0,2,0,0,15,55,0,-40
3871,21,Honda,Sedans,10.0,22,No Apparent Injury,1,0,1,0,0,50,45,2,5
3872,21,Honda,Sedans,10.0,20,No Apparent Injury,1,0,1,0,0,50,45,2,5
3873,3,BMW,Sedans,6.0,45,No Apparent Injury,1,0,1,0,0,45,45,2,0
3874,7,Toyota,SUVs,49.0,56,Fatal Injury,1,1,1,0,2,45,35,2,10
3875,9,Ford,Pickups,18.0,40,No Apparent Injury,1,0,1,0,0,25,30,0,-5
3876,9,Ford,Pickups,18.0,41,No Apparent Injury,1,0,1,0,0,25,30,0,-5
3877,9,Ford,Pickups,18.0,12,No Apparent Injury,1,0,1,0,0,25,30,0,-5
3878,9,Ford,Pickups,18.0,9,No Apparent Injury,1,0,1,0,0,25,30,0,-5
3879,19,Chevrolet,SUVs,10.0,61,No Apparent Injury,1,0,1,0,0,40,45,2,-5
3880,22,BMW,Pickups,8.0,23,Fatal Injury,0,1,1,0,3,70,45,2,25
3881,4,Ford,SUVs,4.0,58,No Apparent Injury,1,0,1,0,0,45,45,2,0
3882,10,Chevrolet,Sedans,11.0,84,No Apparent Injury,1,0,2,0,0,15,45,0,-30
3883,10,Chevrolet,Sedans,11.0,81,Fatal Injury,0,0,2,0,0,15,45,0,-30
3884,22,Chevrolet,Sedans,5.0,51,No Apparent Injury,1,0,1,0,0,50,45,2,5
3885,22,Chevrolet,Sedans,5.0,28,No Apparent Injury,1,0,1,0,0,50,45,2,5
3886,15,BMW,Sedans,13.0,19,Fatal Injury,1,0,2,0,0,72,65,0,7
3887,15,BMW,Sedans,13.0,19,Suspected Minor Injury,1,0,2,0,0,72,65,0,7
3888,15,BMW,Sedans,13.0,20,Suspected Minor Injury,1,0,2,0,0,72,65,0,7
3889,15,BMW,Sedans,13.0,20,Suspected Minor Injury,1,0,2,0,0,72,65,0,7
3890,16,Chevrolet,Sedans,4.0,20,No Apparent Injury,1,0,1,0,0,35,45,0,-10
3891,12,Honda,Sedans,25.0,66,Fatal Injury,0,0,1,0,0,45,45,0,0
3892,23,Jeep,SUVs,5.0,36,Possible Injury,1,0,2,0,0,45,45,2,0
3893,19,Chevrolet,Pickups,14.0,76,No Apparent Injury,1,0,1,0,0,45,45,2,0
3894,19,Chevrolet,Pickups,14.0,53,No Apparent Injury,1,0,1,0,0,45,45,2,0
3895,6,Chevrolet,Pickups,14.0,21,No Apparent Injury,1,0,2,0,0,50,45,2,5
3896,0,Dodge,SUVs,12.0,44,No Apparent Injury,1,0,1,0,0,45,45,2,0
3897,19,Ford,Pickups,1.0,59,Fatal Injury,1,0,1,1,0,65,45,2,20
3898,0,Toyota,Sedans,13.0,94,Fatal Injury,0,0,2,0,0,40,70,2,-30
3899,8,Hyundai,Sedans,6.0,52,No Apparent Injury,1,0,2,1,0,15,45,0,-30
3900,12,Ford,SUVs,17.0,56,Suspected Minor Injury,1,0,2,0,0,45,45,0,0
3901,17,Ford,Pickups,19.0,44,No Apparent Injury,1,0,3,0,0,55,55,0,0
3902,12,Ford,Pickups,15.0,17,Suspected Minor Injury,1,0,2,0,1,15,45,0,-30
3903,12,Ford,Pickups,15.0,18,Fatal Injury,0,2,2,0,1,15,45,0,-30
3904,23,Honda,Sedans,14.0,20,No Apparent Injury,1,0,1,0,0,35,35,2,0
3905,7,Honda,Sedans,3.0,53,Possible Injury,1,0,2,0,0,10,50,0,-40
3906,5,Honda,Sedans,5.0,30,Fatal Injury,1,0,1,0,1,90,65,2,25
3907,7,Toyota,Sedans,5.0,54,Fatal Injury,1,0,1,0,0,60,60,0,0
3908,15,Hyundai,SUVs,4.0,69,Suspected Minor Injury,1,0,2,0,1,70,70,0,0
3909,15,Hyundai,SUVs,4.0,61,Suspected Minor Injury,1,0,2,0,1,70,70,0,0
3910,20,GMC,Pickups,12.0,50,No Apparent Injury,1,0,2,0,0,45,45,2,0
3911,20,GMC,Pickups,12.0,50,Possible Injury,1,0,2,0,0,45,45,2,0
3912,20,BMW,Pickups,17.0,44,No Apparent Injury,1,0,2,0,0,15,45,2,-30
3913,20,BMW,Pickups,17.0,46,Fatal Injury,1,0,2,0,0,15,45,2,-30
3914,13,Honda,SUVs,22.0,20,Fatal Injury,1,0,1,0,2,65,65,0,0
3915,18,Ford,SUVs,2.0,57,No Apparent Injury,1,0,2,0,0,15,45,1,-30
3916,4,GMC,Pickups,6.0,28,Fatal Injury,0,0,1,0,1,60,60,2,0
3917,5,Toyota,SUVs,17.0,38,No Apparent Injury,1,0,1,1,0,35,35,2,0
3918,5,Dodge,Pickups,20.0,43,Suspected Serious Injury,0,0,2,0,0,45,45,1,0
3919,19,Toyota,SUVs,21.0,38,No Apparent Injury,1,0,2,0,0,25,40,1,-15
3920,14,Hyundai,Sedans,8.0,80,Fatal Injury,1,0,1,0,0,65,65,0,0
3921,4,Toyota,Sedans,2.0,23,Fatal Injury,1,0,1,0,0,100,65,2,35
3922,19,GMC,Pickups,15.0,21,No Apparent Injury,1,0,1,0,0,45,45,2,0
3923,19,BMW,Pickups,3.0,49,No Apparent Injury,1,0,1,0,0,45,45,2,0
3924,23,Toyota,Sedans,2.0,71,Suspected Minor Injury,1,0,2,0,0,30,45,2,-15
3925,23,Toyota,Sedans,2.0,60,Possible Injury,1,0,2,0,0,30,45,2,-15
3926,6,Toyota,SUVs,15.0,71,Possible Injury,1,0,2,0,0,45,45,2,0
3927,19,Ford,Pickups,12.0,33,Suspected Minor Injury,0,0,1,0,1,70,70,2,0
3928,19,Ford,Pickups,12.0,33,Fatal Injury,0,1,1,0,1,70,70,2,0
3929,8,Honda,SUVs,21.0,24,Suspected Minor Injury,1,0,2,0,0,15,45,0,-30
3930,14,Toyota,Sedans,19.0,44,Fatal Injury,0,0,2,0,0,45,45,0,0
3931,14,BMW,Sedans,6.0,46,Suspected Serious Injury,1,0,2,0,0,45,45,0,0
3932,2,Hyundai,SUVs,12.0,22,Suspected Serious Injury,1,0,2,0,0,1,45,2,-44
3933,4,Ford,Pickups,20.0,32,Fatal Injury,0,0,1,0,0,60,55,2,5
3934,13,Jeep,SUVs,14.0,37,Fatal Injury,0,0,1,0,3,49,35,0,14
3935,4,Ford,Pickups,18.0,27,Fatal Injury,0,0,2,0,0,55,55,2,0
3936,18,Chevrolet,Sedans,1.0,71,No Apparent Injury,1,0,1,0,0,35,40,2,-5
3937,18,Chevrolet,Sedans,7.0,36,No Apparent Injury,1,0,1,0,0,35,30,2,5
3938,11,Toyota,SUVs,6.0,66,Fatal Injury,1,0,1,0,0,80,25,0,55
3939,23,BMW,Pickups,5.0,29,Possible Injury,1,0,1,0,0,86,30,2,56
3940,18,Chevrolet,Pickups,6.0,18,Fatal Injury,1,0,2,0,0,65,65,2,0
3941,18,Chevrolet,Pickups,6.0,17,Fatal Injury,1,0,2,0,0,65,65,2,0
3942,12,Toyota,SUVs,16.0,29,No Apparent Injury,1,0,1,0,0,30,35,0,-5
3943,3,BMW,Sedans,12.0,18,No Apparent Injury,1,0,2,0,0,10,30,2,-20
3944,3,BMW,Sedans,12.0,19,No Apparent Injury,1,0,2,0,0,10,30,2,-20
3945,23,Ford,SUVs,14.0,46,Possible Injury,1,0,2,0,0,60,60,2,0
3946,5,Ford,Sedans,6.0,32,Fatal Injury,1,0,2,0,0,74,70,2,4
3947,5,Chevrolet,Pickups,2.0,63,Fatal Injury,0,0,1,1,0,15,15,2,0
3948,17,BMW,Pickups,3.0,48,Fatal Injury,0,2,2,0,0,50,50,0,0
3949,19,Hyundai,Sedans,4.0,48,Suspected Minor Injury,1,0,3,0,0,60,60,2,0
3950,19,Chevrolet,Pickups,19.0,43,Fatal Injury,0,1,3,0,0,0,60,2,-60
3951,19,Chevrolet,Pickups,19.0,35,Fatal Injury,0,0,3,0,0,0,60,2,-60
3952,19,Chevrolet,Pickups,19.0,26,Suspected Serious Injury,0,1,3,0,0,0,60,2,-60
3953,19,Chevrolet,Pickups,4.0,18,Possible Injury,1,0,3,0,1,65,60,2,5
3954,19,Chevrolet,Pickups,4.0,19,Suspected Serious Injury,1,0,3,0,1,65,60,2,5
3955,21,Chevrolet,Sedans,5.0,46,No Apparent Injury,1,0,3,0,0,25,40,2,-15
3956,9,BMW,Sedans,17.0,17,Fatal Injury,1,0,2,0,0,55,55,0,0
3957,9,Dodge,Sedans,5.0,47,Suspected Minor Injury,1,0,2,0,0,55,55,0,0
3958,9,Dodge,Sedans,5.0,49,Suspected Serious Injury,1,0,2,0,0,55,55,0,0
3959,22,Toyota,Sedans,8.0,45,No Apparent Injury,1,0,1,0,0,40,40,2,0
3960,3,Ford,Sedans,5.0,66,Fatal Injury,1,0,2,0,0,40,40,2,0
3961,6,Chevrolet,Pickups,16.0,53,No Apparent Injury,1,0,2,0,0,10,35,2,-25
3962,23,Toyota,SUVs,16.0,48,Suspected Minor Injury,0,0,2,0,0,0,65,2,-65
3963,0,BMW,Sedans,18.0,25,Fatal Injury,0,0,2,0,0,45,45,2,0
3964,0,BMW,Sedans,18.0,28,Suspected Minor Injury,0,0,2,0,0,45,45,2,0
3965,0,Jeep,SUVs,15.0,64,Suspected Minor Injury,1,0,2,0,0,45,45,2,0
3966,13,Chevrolet,Pickups,4.0,46,No Apparent Injury,1,0,1,0,0,5,30,0,-25
3967,16,BMW,Sedans,13.0,69,Fatal Injury,0,0,3,0,0,25,45,0,-20
3968,16,BMW,Sedans,13.0,29,Suspected Minor Injury,1,0,3,0,0,25,45,0,-20
3969,16,BMW,Sedans,13.0,10,No Apparent Injury,1,0,3,0,0,25,45,0,-20
3970,16,Ford,Pickups,21.0,17,Suspected Minor Injury,1,0,3,0,0,45,45,0,0
3971,16,Ford,Pickups,21.0,19,Suspected Minor Injury,1,0,3,0,0,45,45,0,0
3972,16,Chevrolet,SUVs,15.0,40,No Apparent Injury,1,0,3,0,0,0,25,0,-25
3973,19,Ford,SUVs,21.0,37,No Apparent Injury,1,0,2,0,0,40,50,2,-10
3974,19,Ford,SUVs,21.0,32,No Apparent Injury,1,0,2,0,0,40,50,2,-10
3975,19,Ford,SUVs,21.0,28,No Apparent Injury,1,0,2,0,0,40,50,2,-10
3976,11,BMW,Sedans,14.0,30,Fatal Injury,1,0,2,0,0,60,60,0,0
3977,11,BMW,Sedans,14.0,36,Suspected Serious Injury,1,0,2,0,0,60,60,0,0
3978,11,Toyota,SUVs,12.0,69,Suspected Serious Injury,1,0,2,0,0,55,55,0,0
3979,11,Toyota,SUVs,12.0,68,Suspected Serious Injury,1,0,2,0,0,55,55,0,0
3980,14,Toyota,Sedans,13.0,18,Fatal Injury,1,0,2,0,0,70,70,0,0
3981,14,GMC,Pickups,3.0,42,Suspected Serious Injury,1,0,2,0,0,70,70,0,0
3982,8,Honda,Sedans,10.0,24,Fatal Injury,1,0,2,0,0,15,55,0,-40
3983,8,Ford,Pickups,6.0,70,Suspected Minor Injury,1,0,2,0,0,60,60,0,0
3984,8,Ford,Pickups,6.0,84,Suspected Minor Injury,1,0,2,0,0,60,60,0,0
3985,14,Ford,Sedans,5.0,19,Suspected Minor Injury,1,0,1,0,1,45,45,0,0
3986,14,Ford,Sedans,5.0,15,Suspected Minor Injury,1,0,1,0,1,45,45,0,0
3987,14,Ford,Sedans,5.0,17,Suspected Minor Injury,0,0,1,0,1,45,45,0,0
3988,14,Ford,Sedans,5.0,16,Fatal Injury,0,0,1,0,1,45,45,0,0
3989,14,Ford,Sedans,5.0,14,Fatal Injury,0,0,1,0,1,45,45,0,0
3990,21,Jeep,SUVs,9.0,62,No Apparent Injury,1,0,1,0,0,45,45,2,0
3991,20,Hyundai,SUVs,7.0,22,Fatal Injury,1,0,2,0,0,55,55,2,0
3992,1,Toyota,Sedans,11.0,29,Possible Injury,1,0,3,0,0,65,35,2,30
3993,1,Toyota,Sedans,11.0,29,Fatal Injury,1,0,3,0,0,65,35,2,30
3994,3,Chevrolet,Pickups,17.0,39,Fatal Injury,0,1,1,0,2,70,70,2,0
3995,3,Chevrolet,Pickups,17.0,23,Suspected Serious Injury,0,0,1,0,2,70,70,2,0
3996,3,Chevrolet,Pickups,17.0,26,Suspected Serious Injury,0,1,1,0,2,70,70,2,0
3997,4,Chevrolet,Pickups,19.0,63,No Apparent Injury,1,0,2,0,0,17,40,2,-23
3998,19,Toyota,Pickups,17.0,69,No Apparent Injury,1,0,1,0,0,50,50,2,0
3999,10,Ford,Pickups,13.0,67,No Apparent Injury,1,0,2,0,0,35,40,0,-5
4000,11,Ford,SUVs,4.0,24,No Apparent Injury,1,0,2,0,0,5,30,0,-25
4001,11,Ford,SUVs,4.0,25,No Apparent Injury,1,0,2,0,0,5,30,0,-25
4002,18,Ford,Pickups,20.0,78,Fatal Injury,1,0,2,0,0,25,45,2,-20
4003,19,Toyota,Pickups,17.0,68,Fatal Injury,0,1,1,0,1,65,65,2,0
4004,23,Hyundai,Sedans,3.0,39,Fatal Injury,0,0,1,0,1,65,65,2,0
4005,6,Chevrolet,Pickups,23.0,17,Fatal Injury,0,0,2,0,0,60,60,1,0
4006,13,Toyota,Sedans,3.0,72,Suspected Minor Injury,1,0,3,0,0,15,35,0,-20
4007,13,Jeep,SUVs,5.0,80,Suspected Serious Injury,1,0,3,0,0,45,45,0,0
4008,13,Jeep,SUVs,5.0,83,Suspected Serious Injury,1,0,3,0,0,45,45,0,0
4009,8,Toyota,Pickups,15.0,41,No Apparent Injury,1,0,8,0,0,60,60,0,0
4010,13,Dodge,Sedans,2.0,22,Suspected Minor Injury,0,0,2,0,1,75,70,0,5
4011,13,Dodge,Sedans,2.0,19,Suspected Minor Injury,0,0,2,0,1,75,70,0,5
4012,13,Toyota,Sedans,12.0,62,No Apparent Injury,1,0,2,0,0,70,70,0,0
4013,22,Toyota,Sedans,13.0,17,Fatal Injury,0,1,1,0,1,30,30,2,0
4014,22,Toyota,Sedans,13.0,18,Possible Injury,0,0,1,0,1,30,30,2,0
4015,20,Ford,Pickups,2.0,22,No Apparent Injury,0,0,1,0,0,30,45,2,-15
4016,20,Chevrolet,Pickups,18.0,24,Suspected Serious Injury,0,0,1,0,2,45,45,2,0
4017,20,Chevrolet,Pickups,18.0,29,Fatal Injury,0,0,1,0,2,45,45,2,0
4018,22,Ford,Sedans,5.0,20,Suspected Minor Injury,1,0,1,1,0,70,70,2,0
4019,22,Ford,Sedans,5.0,19,Suspected Minor Injury,1,0,1,1,0,70,70,2,0
4020,19,Honda,SUVs,3.0,77,No Apparent Injury,1,0,2,0,0,20,45,2,-25
4021,19,Honda,SUVs,3.0,72,Suspected Minor Injury,1,0,2,0,0,20,45,2,-25
4022,19,Honda,SUVs,3.0,77,Fatal Injury,1,0,2,0,0,20,45,2,-25
4023,5,Dodge,Pickups,15.0,34,No Apparent Injury,1,0,1,0,0,45,45,2,0
4024,18,Toyota,Sedans,2.0,71,No Apparent Injury,1,0,2,0,0,35,35,1,0
4025,18,Toyota,Sedans,2.0,77,Fatal Injury,1,0,2,0,0,35,35,1,0
4026,18,Chevrolet,Pickups,21.0,30,No Apparent Injury,1,0,2,0,0,30,30,1,0
4027,2,GMC,SUVs,3.0,63,Fatal Injury,1,0,2,0,0,45,70,2,-25
4028,16,Hyundai,Sedans,4.0,20,No Apparent Injury,1,0,3,0,0,50,50,0,0
4029,0,Ford,Pickups,20.0,51,Fatal Injury,0,2,1,0,0,55,55,2,0
4030,23,Ford,SUVs,5.0,63,Fatal Injury,1,1,6,0,0,70,70,2,0
4031,23,Toyota,Sedans,2.0,23,No Apparent Injury,1,0,6,0,0,60,70,2,-10
4032,23,Chevrolet,Pickups,2.0,51,No Apparent Injury,1,0,6,0,0,65,70,2,-5
4033,18,Toyota,Pickups,19.0,49,Fatal Injury,0,2,1,0,1,45,55,1,-10
4034,18,Toyota,Pickups,19.0,42,Possible Injury,0,0,1,0,1,45,55,1,-10
4035,5,Honda,SUVs,16.0,65,No Apparent Injury,1,0,1,0,0,35,35,2,0
4036,19,Ford,SUVs,10.0,21,No Apparent Injury,1,0,2,0,0,15,45,2,-30
4037,19,Ford,SUVs,10.0,20,No Apparent Injury,1,0,2,0,0,15,45,2,-30
4038,21,Toyota,Sedans,3.0,60,No Apparent Injury,1,0,2,0,0,15,30,2,-15
4039,21,Toyota,Sedans,3.0,70,No Apparent Injury,1,0,2,0,0,15,30,2,-15
4040,18,Ford,Pickups,17.0,26,Fatal Injury,0,1,1,0,1,70,70,2,0
4041,14,Toyota,Sedans,18.0,18,Fatal Injury,1,0,1,0,0,75,70,0,5
4042,0,Hyundai,Sedans,18.0,23,Suspected Serious Injury,1,0,1,0,1,62,55,2,7
4043,0,Hyundai,Sedans,18.0,29,Fatal Injury,0,1,1,0,1,62,55,2,7
4044,0,Hyundai,Sedans,18.0,21,Suspected Minor Injury,1,0,1,0,1,62,55,2,7
4045,3,Chevrolet,Sedans,2.0,28,No Apparent Injury,1,0,2,0,0,5,35,2,-30
4046,3,Chevrolet,Sedans,2.0,24,No Apparent Injury,1,0,2,0,0,5,35,2,-30
4047,3,Chevrolet,Sedans,2.0,26,No Apparent Injury,1,0,2,0,0,5,35,2,-30
4048,3,BMW,Sedans,5.0,31,Fatal Injury,0,0,2,0,0,45,35,2,10
4049,8,BMW,SUVs,11.0,68,No Apparent Injury,1,0,2,0,0,5,30,0,-25
4050,8,BMW,SUVs,11.0,72,No Apparent Injury,1,0,2,0,0,5,30,0,-25
4051,13,Toyota,Pickups,18.0,56,Fatal Injury,1,0,3,0,0,35,35,0,0
4052,13,Chevrolet,Pickups,5.0,49,Suspected Minor Injury,1,0,3,0,0,65,65,0,0
4053,13,Chevrolet,Pickups,5.0,19,Suspected Minor Injury,1,0,3,0,0,65,65,0,0
4054,11,Jeep,SUVs,18.0,19,Fatal Injury,0,1,1,0,2,70,70,0,0
4055,17,BMW,Pickups,12.0,18,No Apparent Injury,1,0,1,0,0,60,45,2,15
4056,17,BMW,Pickups,12.0,17,No Apparent Injury,1,0,1,0,0,60,45,2,15
4057,1,Ford,Sedans,12.0,25,Fatal Injury,0,0,1,0,0,35,35,2,0
4058,17,Honda,Sedans,11.0,65,Suspected Minor Injury,1,0,2,0,0,25,30,0,-5
4059,19,Toyota,SUVs,16.0,31,No Apparent Injury,1,0,1,0,0,45,45,2,0
4060,2,Chevrolet,Sedans,14.0,36,Fatal Injury,0,1,1,0,0,100,30,2,70
4061,0,BMW,Pickups,5.0,81,Possible Injury,1,0,1,1,0,50,50,2,0
4062,22,Chevrolet,Sedans,11.0,25,No Apparent Injury,0,0,1,0,0,40,45,2,-5
4063,11,Ford,Pickups,17.0,57,Fatal Injury,1,2,2,0,1,45,55,0,-10
4064,11,Ford,Pickups,17.0,13,Suspected Minor Injury,1,0,2,0,1,45,55,0,-10
4065,11,Ford,Pickups,17.0,55,Suspected Serious Injury,0,2,2,0,1,45,55,0,-10
4066,21,Toyota,Sedans,20.0,21,Suspected Minor Injury,0,0,2,0,0,45,45,2,0
4067,21,Toyota,Sedans,20.0,16,Possible Injury,0,0,2,0,0,45,45,2,0
4068,20,Chevrolet,Sedans,11.0,34,Fatal Injury,0,0,2,0,0,10,55,2,-45
4069,20,GMC,Pickups,4.0,67,Suspected Minor Injury,1,0,2,0,0,55,55,2,0
4070,20,GMC,Pickups,4.0,61,Possible Injury,1,0,2,0,0,55,55,2,0
4071,22,Dodge,Pickups,26.0,18,Suspected Minor Injury,1,0,2,0,0,10,20,2,-10
4072,22,Dodge,Pickups,26.0,17,Suspected Minor Injury,0,0,2,0,0,10,20,2,-10
4073,22,Dodge,Pickups,26.0,17,Suspected Minor Injury,0,0,2,0,0,10,20,2,-10
4074,22,Dodge,Pickups,26.0,17,Fatal Injury,0,1,2,0,0,10,20,2,-10
4075,19,Ford,Pickups,27.0,22,Fatal Injury,0,1,1,0,2,60,25,1,35
4076,19,Honda,Sedans,17.0,34,No Apparent Injury,1,0,1,0,0,25,45,2,-20
4077,9,Chevrolet,SUVs,16.0,19,Fatal Injury,0,1,2,0,1,70,70,0,0
4078,9,Chevrolet,SUVs,16.0,19,Suspected Minor Injury,1,0,2,0,1,70,70,0,0
4079,9,Chevrolet,SUVs,16.0,19,Suspected Serious Injury,0,1,2,0,1,70,70,0,0
4080,9,Chevrolet,SUVs,16.0,16,Suspected Minor Injury,0,1,2,0,1,70,70,0,0
4081,9,Chevrolet,SUVs,16.0,16,Suspected Minor Injury,0,1,2,0,1,70,70,0,0
4082,9,Chevrolet,SUVs,16.0,17,Suspected Serious Injury,0,1,2,0,1,70,70,0,0
4083,9,Toyota,Sedans,11.0,22,No Apparent Injury,1,0,2,0,0,70,70,0,0
4084,9,Toyota,Sedans,11.0,19,No Apparent Injury,1,0,2,0,0,70,70,0,0
4085,16,Chevrolet,Pickups,27.0,73,Fatal Injury,1,0,2,0,0,55,55,0,0
4086,9,Chevrolet,Pickups,16.0,60,No Apparent Injury,1,0,2,0,0,40,45,0,-5
4087,16,Honda,Sedans,9.0,87,Fatal Injury,1,0,2,0,0,15,55,0,-40
4088,19,Jeep,SUVs,17.0,30,Fatal Injury,1,0,2,0,0,45,40,1,5
4089,19,Dodge,Pickups,12.0,70,Possible Injury,1,0,2,0,0,45,40,1,5
4090,19,Ford,Pickups,18.0,71,Suspected Serious Injury,1,0,2,0,0,25,45,2,-20
4091,11,Chevrolet,Pickups,5.0,35,Possible Injury,1,0,4,0,0,74,70,0,4
4092,11,Hyundai,SUVs,14.0,51,Fatal Injury,1,0,4,0,0,0,70,0,-70
4093,11,Chevrolet,Sedans,11.0,66,Possible Injury,1,0,4,0,0,0,70,0,-70
4094,11,Chevrolet,Sedans,11.0,82,Possible Injury,1,0,4,0,0,0,70,0,-70
4095,11,Chevrolet,Pickups,4.0,47,Possible Injury,1,0,4,0,0,5,70,0,-65
4096,11,Chevrolet,Pickups,4.0,52,Possible Injury,1,0,4,0,0,5,70,0,-65
4097,11,Chevrolet,Pickups,4.0,16,Possible Injury,1,0,4,0,0,5,70,0,-65
4098,22,Ford,SUVs,14.0,23,Suspected Minor Injury,0,0,2,0,0,60,60,2,0
4099,23,Toyota,Sedans,1.0,24,No Apparent Injury,1,0,1,0,0,40,35,2,5
4100,21,Chevrolet,Pickups,3.0,64,No Apparent Injury,1,0,1,0,0,40,40,2,0
4101,7,Dodge,Pickups,2.0,35,No Apparent Injury,1,0,1,0,0,65,65,0,0
4102,10,Hyundai,Sedans,1.0,29,Suspected Serious Injury,1,0,2,0,0,15,60,0,-45
4103,19,Ford,Pickups,15.0,46,No Apparent Injury,1,0,2,0,0,20,55,2,-35
4104,20,GMC,SUVs,6.0,55,No Apparent Injury,1,0,2,0,0,65,65,2,0
4105,12,Toyota,SUVs,5.0,69,No Apparent Injury,1,0,1,0,0,35,35,0,0
4106,12,Toyota,SUVs,5.0,67,No Apparent Injury,1,0,1,0,0,35,35,0,0
4107,2,Chevrolet,Sedans,11.0,25,Suspected Serious Injury,1,0,5,0,0,60,60,2,0
4108,2,Toyota,SUVs,18.0,17,Fatal Injury,0,1,5,0,0,0,60,2,-60
4109,2,Chevrolet,Sedans,8.0,29,Suspected Minor Injury,1,0,5,0,0,50,60,2,-10
4110,2,Chevrolet,Sedans,8.0,31,Suspected Minor Injury,1,0,5,0,0,50,60,2,-10
4111,2,Chevrolet,Sedans,8.0,32,Suspected Minor Injury,1,0,5,0,0,50,60,2,-10
4112,2,Ford,Sedans,11.0,34,No Apparent Injury,1,0,5,0,0,50,60,2,-10
4113,13,Ford,Pickups,24.0,46,Fatal Injury,1,0,1,0,2,65,55,0,10
4114,13,Ford,Pickups,24.0,22,Suspected Serious Injury,0,1,1,0,2,65,55,0,10
4115,19,Toyota,Sedans,5.0,68,No Apparent Injury,0,0,1,0,0,40,45,2,-5
4116,2,BMW,Sedans,4.0,32,Possible Injury,1,0,2,0,0,60,65,2,-5
4117,11,Toyota,Sedans,6.0,25,Fatal Injury,1,0,3,0,0,0,45,0,-45
4118,11,Chevrolet,Pickups,4.0,73,Suspected Minor Injury,1,0,3,0,0,45,45,0,0
4119,22,Honda,Sedans,3.0,19,No Apparent Injury,1,0,2,0,0,30,30,2,0
4120,22,Honda,Sedans,3.0,45,No Apparent Injury,1,0,2,0,0,30,30,2,0
4121,22,Honda,Sedans,3.0,6,No Apparent Injury,1,0,2,0,0,30,30,2,0
4122,10,Toyota,SUVs,6.0,47,No Apparent Injury,1,0,2,0,0,20,45,0,-25
4123,10,Toyota,SUVs,6.0,41,No Apparent Injury,1,0,2,0,0,20,45,0,-25
4124,18,Dodge,Pickups,13.0,54,Fatal Injury,0,1,1,1,1,55,55,1,0
4125,6,Ford,Pickups,23.0,35,Fatal Injury,0,1,2,0,0,55,55,2,0
4126,6,Ford,Pickups,23.0,38,Suspected Minor Injury,0,0,2,0,0,55,55,2,0
4127,14,Chevrolet,SUVs,16.0,34,No Apparent Injury,1,0,2,0,0,20,55,0,-35
4128,8,Chevrolet,Pickups,11.0,77,Suspected Minor Injury,1,0,1,0,0,70,70,0,0
4129,8,Chevrolet,Pickups,11.0,81,Fatal Injury,1,0,1,0,0,70,70,0,0
4130,3,Chevrolet,Sedans,14.0,35,Suspected Minor Injury,1,0,1,0,0,60,55,2,5
4131,9,Ford,Pickups,2.0,28,No Apparent Injury,1,0,2,0,0,25,45,0,-20
4132,17,Hyundai,Sedans,2.0,29,Fatal Injury,0,0,1,0,0,80,35,1,45
4133,16,BMW,Sedans,9.0,37,Fatal Injury,1,0,2,0,0,10,55,0,-45
4134,16,Dodge,Sedans,10.0,18,Suspected Minor Injury,1,0,2,0,1,55,55,0,0
4135,16,Dodge,Sedans,10.0,17,Suspected Minor Injury,1,0,2,0,1,55,55,0,0
4136,20,Hyundai,Sedans,6.0,19,No Apparent Injury,1,0,1,0,0,35,35,2,0
4137,3,Dodge,Pickups,3.0,38,Suspected Minor Injury,1,0,2,0,0,60,45,2,15
4138,3,Honda,Sedans,2.0,35,Fatal Injury,1,0,2,0,0,0,45,2,-45
4139,18,Ford,SUVs,23.0,52,Fatal Injury,1,0,1,0,2,55,65,2,-10
4140,15,Chevrolet,Pickups,13.0,25,Fatal Injury,1,0,1,0,2,80,70,0,10
4141,13,Toyota,SUVs,17.0,83,Fatal Injury,0,0,2,0,1,45,45,0,0
4142,13,Toyota,SUVs,17.0,38,Possible Injury,0,0,2,0,1,45,45,0,0
4143,13,Toyota,SUVs,17.0,47,Suspected Serious Injury,0,1,2,0,1,45,45,0,0
4144,21,Chevrolet,Sedans,10.0,20,No Apparent Injury,1,0,2,0,0,45,45,2,0
4145,3,Chevrolet,Sedans,16.0,22,Fatal Injury,0,0,1,0,1,62,35,2,27
4146,9,Toyota,SUVs,5.0,28,No Apparent Injury,1,0,3,0,0,55,55,0,0
4147,9,Toyota,SUVs,5.0,61,No Apparent Injury,1,0,3,0,0,55,55,0,0
